 ［香港　２８日　ロイター　BREAKINGVIEWS］ - 香港の将来はこのところ曖昧模糊となっている。しかし激しい抗議デモのおかげで米中関係という、より幅広い問題では、米中の両国政府が香港情勢を巡って当面反目を続けるという見通しは明確になった。\n        ";E

 欧州中央銀行（ＥＣＢ）理事会の新メンバー候補である２人が２９日、成長の弱さと鈍いインフレ見通しが刺激策を正当化するとし、ハト派的な姿勢を示した。\n        ";C

 ロンドンで来週開かれる北大西洋条約機構（ＮＡＴＯ）首脳会議で、米国が中国の脅威について提起することが米政権当局者の話で２９日、明らかになった。\n        ";C

;E

 米国株式市場は下落して取引を終えた。米中通商協議を巡る懸念に加え、年末商戦の幕開けとなる感謝祭明けの「ブラックフライデー」での店舗の集客が例年よりも少なかったことで小売株が売られた。\n        ";B

 主要国の金融当局でつくる金融安定理事会（ＦＳＢ）は２９日、金融危機後に銀行の自己資本規制が強化されたが、中小企業向け融資を阻害する要因にはなっていないとの報告書をまとめた。\n        ";C

 独自動車大手ダイムラーは２９日、全世界で向こう３年間で少なくとも１万人の人員削減を実施すると発表した。\n        ";C

;D

;E

 地球温暖化の影響とみられる自然災害が多数発生した２０１９年は、いよいよ経済的な打撃の大きさに対応するべきと気づかされる年にもなった。国内損保会社は合計１兆円を超す保険金請求に直面しそうだが、「５０年に１度」の災害が毎年発生するようになれば、企業や個人の損害は金融システムを通じて金融機関に集約される。\n        ";A

 仏中銀のビルロワドガロー総裁は２９日、国内の銀行と保険会社に対し気候変動に関するストレステスト（健全性審査）を来年から実施すると明らかにした。\n        ";D

;D

 中国は、米国でこのほど成立した「香港人権・民主主義法」を起草した人物を中国本土および香港、マカオへの入国を禁止するリストに載せることを検討している。中国共産党機関紙・人民日報傘下の環球時報の胡錫進編集長が２８日、ツイッターに投稿した。\n        ";C

 イングランド銀行（英中銀）が発表した１０月の消費者向け融資（無担保）は前年比６．１％増と、９月（５．９％増）から伸びが加速した。前年比伸び率の加速は２０１８年６月以来となる。\n        ";B

 日産自動車<7201.T>・ルノー・三菱自動車<7211.T>の３社連合は２９日、連合を取りまとめる会議体（アライアンス・オペレーティング・ボード）に調整役となる事務局長を置くと発表した。\n        ";D

;C

 サウジアラビアにある世界最大の石油精製施設がドローンとミサイルで攻撃される４カ月前、イランの安全保障当局者が、厳重に防備を固めたテヘランの施設で会合を開いていた。\n        ";C

 複数の関係筋によると、ソフトバンクグループ<9984.T>が出資するインドの配車サービス大手オラは、２０２１年３月末までに新規株式公開（ＩＰＯ）の手続きを開始することを目指している。\n        ";C

;B

 ドイツの自動車大手フォルクスワーゲン（ＶＷ）が米国で生産する電気自動車（ＥＶ）用の電池を巡る数十億ドル規模の受注競争で昨年、韓国のＳＫイノベーション（ＳＫＩ）<096770.KS>は規模が上手の同国ＬＧケム（ＬＧＣ）<051910.KS>を打ち負かした。\n        ";D

;D

 ［東京　２８日］ - 米国が今年１０月１５日からの対中関税引き上げを延期すると発表して以降、米中通商合意への期待が高まっている。ただ、トランプ大統領は、第１段階合意は近いとする一方で、米国にとって良い合意となる必要があるために保留しているとも発言している。香港問題が合意の支障となるリスクも含め、米中通商協議の行方は未だ不透明で、予断を許さない。\n        ";D

;D

 香港のキャセイ・パシフィック航空<0293.HK>は、来年の輸送能力を１．４％削減する。従来は３．１％拡大する予定だったが、反政府デモの影響で経営環境が厳しさを増す中、削減にかじを切ることとなった。ロイターが入手した内部文書で明らかになった。\n        ";B

 ニューヨーク外為市場ではドルが主要通貨に対して当初値上がりしていたものの、その後は買いが続かず下げに転じた。米中通商協議を巡って警戒感が根強いほか、感謝祭明けの週末で動意薄となった。\n        ";D

;B

;A

;B

 英国のジョンソン首相は２９日（訂正）、トランプ米大統領が来週、北大西洋条約機構（ＮＡＴＯ）首脳会議のためにロンドンを訪れる際、１２月１２日の英総選挙に関与しないことが「最善」と述べた。\n        ";C

