
ある	O
四肢	B-O
浮腫	B-O
なし	I-O
両ひざ	B-O
関節	I-O
疼痛	B-O
が	O
ある	O
アルツハイマー	B-A
型	I-A
認知	I-A
症	I-A
と	O
診断	B-A
し	O
ます	O
お	O
薬	O
は	O
ランソプラゾール	B-T
と	O
アロプリノール	B-T
錠	I-T
を	O
一	O
日	I-P
三	O
回	I-T
毎	I-T
食後	I-T
１４	B-T
日	I-P
文	O
出し	O
ます	O
セレネース	B-P
と	O
ベルソムラ	B-P
を	O
重視	O
した	I-P
まま	I-P
で	O
経過	I-P
観察	I-P
し	O
ましょう	O
次回	B-P
は	O
８	B-P
月	I-P
１０	I-P
日	I-P
午後	B-P
２	I-P
時	I-P
半	I-P
の	O
予定	O

血圧	B-O
は	O
１３５	B-O
の	O
８５	B-O
脈拍	B-O
８９	B-O
体温	B-O
は	O
３９	B-O
．	I-O
５	I-O
°	O
咽頭	B-O
後壁	I-O
発赤	I-O
あり	B-O
、	O
扁桃	I-A
肥大	I-O
あり	B-O
、	O
白	B-O
苔	I-O
あり	B-O
胸部	O
聴診	O
、	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-O
正常	B-O
病名	OB
は	O
急性	B-A
扁桃	I-A
炎	I-A
でしょう	O
処方	B-T
は	O
ペニシリン	B-T
を	O
出して	O
おき	O
ます	O
ね	O

体温	B-O
３６	B-O
．	I-O
３	I-T
℃	O
、	O
血圧	B-O
１０１	I-O
の	O
５５	B-O
脈拍	B-O
８１	B-O
酸素	B-O
飽和	I-O
度	I-O
９７	B-O
％	O
目	O
を	O
見	O
ます	O
眼球	B-O
結膜	I-O
黄疸	B-O
なし	I-O
、	O
眼瞼	B-O
結膜	I-O
貧血	B-O
あり	I-O
胸	O
を	O
聞き	O
ます	O
肺	B-O
喘鳴	B-O
なし	I-O
、	O
心臓	B-O
雑音	B-O
あり	I-O
脈拍	B-O
不整	B-O
お腹	O
み	O
ます	O
ね	O
腹壁	B-O
軟	B-O
平坦	B-O
圧痛	B-O
は	O
なし	I-O
腹鳴	B-O
やや	B-O
低下	I-O
ガス	B-O
は	O
普通	B-O
四肢	B-O
浮腫	B-O
なし	I-O
湿疹	B-O
が	O
広範囲に	O
多数	B-O
ある	O
病名	OB
は	O
咽頭	B-A
炎	I-A
です	O
お	O
薬	O
は	O
血圧	B-O
を	O
下げる	O
ニューロタン	B-T
錠	I-T
と	O
、	O
血液	O
を	O
固まら	O
ない	O
ように	O
する	O
リクシアナ	B-T
錠	I-T
、	O
胃酸	O
抑える	O
ランソプラゾール	B-T
ＯＤ	I-T
錠	I-T
、	O
痰	O
を	O
取り除く	O
ムコソルバン	B-T
Ｌ	I-T
錠	I-T
、	O
肝	O
動脈	O
を	O
広げて	O
血圧	B-O
を	O
下げる	O
アムロジピン	B-T
錠	I-T
を	O
出し	O
ます	O
１	B-T
日	I-*
３	I-T
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
１４	B-T
日	I-*
文	O
を	O
出し	O
ます	O
次回	B-*
は	O
８	B-*
月	I-*
９	I-*
日	I-*
１６	I-*
日	I-*
２３	I-*
日	I-*
３０	I-*
日	I-*
の	O
予定	O
です	O

血圧	I-A
１５９	B-O
の	O
９７	B-O
です	O
脈拍	B-O
は	O
９４	B-O
です	O
酸素	B-O
飽和	I-O
度	I-O
９８	B-O
％	O
体温	B-O
３６	B-O
．	I-O
７	I-O
°	O
です	O
目	O
を	O
見せて	O
ください	O
眼球	B-O
結膜	I-O
黄疸	B-O
なし	I-O
、	O
眼瞼	B-O
結膜	I-O
貧血	B-O
なし	I-O
喉	O
を	O
見	O
ます	O
咽頭	B-O
発赤	I-O
扁桃	B-O
腫大	I-O
なし	I-O
、	O
白	B-O
苔	I-O
なし	I-O
胸	O
の	O
音	O
聞き	O
ます	O
ね	O
肺	B-O
雑音	B-O
なし	I-O
、	O
心臓	B-O
雑音	B-O
なし	I-O
お腹	O
み	O
ます	O
腹壁	B-O
、	O
軟平坦	O
圧痛	B-O
全体	B-O
的に	I-O
軽度	B-O
、	O
腹鳴	B-O
正常	B-O
範囲	I-O
四肢	B-O
浮腫	B-O
軽度	B-O
診断	B-A
、	O
高	B-A
血圧	I-A
症	I-A
と	O
認知	B-A
症	I-A
、	O
廃	B-A
用	I-A
症候	I-A
群	I-A
便秘	I-A
症	I-A
です	O
処方	B-T
は	O
、	O
血圧	I-A
の	O
降圧剤	O
の	O
アイ	O
ミクス	O
配合	I-T
錠	I-T
と	O
胃酸	O
を	O
抑える	O
お	O
薬	O
の	O
ランソプラゾール	B-T
ＯＤ	I-T
錠	I-T
を	O
出し	O
ます	O
一	O
日	I-T
三	O
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
２１	B-T
日	I-T
分	I-T
出して	O
おき	O
ます	O

血圧	I-A
９７	B-O
の	O
５１	B-O
、	O
脈拍	B-O
は	I-O
８３	B-O
です	O
酸素	B-O
飽和	I-O
度	I-O
９８	B-O
％	O
眼球	B-O
結膜	I-O
黄疸	B-O
なし	I-O
、	O
眼瞼	B-O
結膜	I-O
貧血	B-O
あり	I-O
頚部	B-O
リンパ	I-O
節	I-O
触知	B-O
せ	I-O
ず	I-O
胸	O
の	O
音	I-O
聞き	O
ます	O
ね	O
、	O
肺	O
呼吸	B-O
音清	O
、	O
心臓	B-O
雑音	B-O
あり	I-O
脈拍	B-O
整	B-O
お腹	O
を	O
触り	O
ます	O
腹壁	B-O
、	O
軟	B-O
平坦	B-O
圧痛	B-O
は	I-O
なし	I-O
腸	O
鳴	O
正常	B-O
範囲	I-O
四肢	B-O
浮腫	B-O
軽度	I-O
腰椎	B-A
圧迫	I-A
骨折	I-A
、	O
うっ血	B-A
性	I-A
心	I-A
不全	I-A
高	I-A
血圧	I-A
症	I-A
、	O
関節	B-A
リウマチ	I-A
慢性	B-A
気管支炎	I-A
と	O
診断	B-A
し	O
ます	O
お	O
薬	O
は	I-O
痰	O
を	O
取り除く	O
ムコダイン	B-T
、	O
リュウマチ	O
の	O
症状	O
を	O
和らげる	O
リマチル	B-T
錠	I-T
を	O
出し	O
ます	O
１	B-T
日	I-*
３	I-T
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
１４	B-T
日	I-*
ぶん	O
と	O
し	O
ます	O
ね	O
次回	B-*
は	I-O
８	B-*
月	I-*
２１	I-*
日	I-*
予定	O
です	O

それ	O
じゃ	O
ちょっと	O
見て	O
み	O
ましょう	O
体温	B-O
は	O
３６	B-O
．	I-O
７	B-T
°	O
喉	O
を	O
見せて	O
ください	O
咽頭	B-A
発赤	I-O
軽度	B-O
、	O
扁桃	B-O
腫脹	I-O
なし	I-O
白	B-O
苔	I-O
あり	B-O
胸	O
の	O
音	I-O
を	O
聞き	O
ます	O
肺	O
呼吸	B-O
音清	O
、	O
心臓	B-O
雑音	B-O
なし	I-O
脈拍	B-O
整	B-O
咽頭	B-A
炎	I-A
でしょう	O
フロモックス	B-T
錠	I-T
と	O
ロキソプロフェン	B-T
Ｎａ	B-T
錠	I-T
と	O
レパミド	B-T
錠	I-T
、	O
フラベリック	B-T
錠	I-T
を	O
１	B-T
日	I-T
３	I-T
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
７	B-T
日	I-T
分	I-T
だし	O
ます	O
お	O
薬	O
を	O
飲んで	O
みて	O
経過	I-P
を	O
みて	O
み	O
ましょう	O

身体	O
所見	O
は	O
、	O
鼻水	B-O
が	O
出	O
ます	O
ね	O
透明です	O
か	O
、	O
透明です	O
ね	O
粘膜	B-O
に	O
軽度の	O
充血	B-O
が	O
あり	O
ます	O
ね	O
ちょっと	O
目	O
を	O
見	O
ます	O
眼球	B-O
結膜	I-O
充血	B-O
なし	I-O
今度	O
は	O
、	O
喉	O
見せて	O
ください	O
咽頭	B-O
正常	B-O
範囲	I-O
胸	O
の	O
音	I-O
聞き	O
ます	O
ね	O
肺	O
呼吸	B-O
音清	O
、	O
心臓	B-O
雑音	B-O
なし	I-O
診断	B-*
は	O
アレルギー	B-*
性	I-*
鼻炎	I-*
です	O
ね	O
タリオン	B-T
ＯＤ	B-T
錠	I-T
を	O
出し	O
ます	O
ので	O
、	O
それ	O
で	O
経過	B-P
を	O
見	O
ましょう	O
１	B-T
日	I-T
２	I-T
回	I-T
毎	I-T
食後	I-T
と	O
寝る	O
前	I-T
に	O
飲んで	O
ください	O
それでは	O
６０	B-T
日	I-T
分	O
出し	O
ます	O

体温	B-O
は	O
３８	B-O
．	I-O
９	I-O
°	O
インフルエンザ	B-A
な	O
ので	O
タミフル	B-T
を	O
出し	O
ます	O

体温	B-O
３６	B-O
．	I-O
７	I-O
°	O
血圧	B-O
１２０	B-O
の	O
６２	O
腹壁	B-O
圧痛	B-O
なし	I-O
眼球	B-O
結膜	I-O
黄疸	B-O
なし	I-O
眼瞼	B-O
結膜	I-O
貧血	B-O
なし	I-O
病名	OB
は	O
便秘	B-A
症	I-A
でしょう	O
処方	B-T
は	O
カロナール	B-T
を	O
出し	O
ます	O
５	B-T
日	I-T
分	I-T
を	O
一	O
日	I-T
一	O
回	I-T
夕食	I-T
後	I-T
に	O
飲んで	O
ください	O

体温	B-O
３８	B-O
．	I-O
９	I-O
°	O
血圧	B-O
１２０	B-O
の	O
８２	B-O
脈拍	B-O
７２	B-O
咽頭	B-O
発赤	I-O
あり	B-O
白	B-O
苔	I-O
あり	B-O
扁桃	I-A
肥大	I-O
なし	I-O
胸部	O
聴診	O
肺	O
呼吸	B-O
音	I-O
正常	B-O
心音	B-O
雑音	B-O
なし	I-O
病名	OB
は	O
急性	B-A
扁桃	I-A
炎	I-A
でしょう	O
処方	B-T
ロキソニン	B-T
を	O
出して	O
おき	O
ます	O
３	B-T
日	I-T
文	O
を	O
出し	O
ます	O
ので	O
１	B-T
日	I-T
３	B-T
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O

身長	B-O
１４８	B-O
ＣＭ	O
体温	B-O
３６	I-O
．	I-O
６	I-O
度	O
咽頭	B-A
発赤	I-O
あり	B-O
、	O
扁桃腺	B-O
は	O
正常	B-O
範囲	I-O
鼻水	B-O
が	O
あり	B-O
透明	B-O
鼻	B-O
粘膜	I-O
充血	B-O
軽度	I-O
眼球	B-O
結膜	I-O
黄疸	B-O
なし	I-O
、	O
眼瞼	B-O
結膜	I-O
貧血	B-O
なし	I-O
胸部	O
所見	O
、	O
肺	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心臓	B-O
雑音	B-O
なし	I-O
病名	OB
は	O
咽頭	B-A
炎	I-A
と	O
アレルギー	B-A
性	I-A
鼻炎	I-A
、	O
急性	B-A
上気	I-A
道	I-A
炎	I-A
が	O
考え	O
られ	O
ます	O
イルベタン	O
錠	I-T
を	O
３０	I-T
日	I-T
文	O
が	O
し	O
ます	O
一	O
日	I-T
三	O
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
それ	O
と	O
アレグラ	B-T
錠	I-T
と	O
クラリスロマイシン	B-T
錠	I-T
を	O
５	B-T
日	I-T
文	O
出し	O
ます	O
１	B-T
日	I-T
２	I-T
回	I-T
朝夕	B-T
食後	I-T
に	O
飲んで	O
ください	O

血圧	B-O
１２０	B-O
の	O
８２	B-O
脈拍	B-O
８９	B-O
体温	B-O
３８	B-O
．	I-O
９	I-O
°	O
咽頭	B-O
発赤	I-O
あり	B-O
、	O
扁桃	I-A
肥大	I-O
なし	B-O
白	B-O
苔	I-O
あり	B-O
胸部	O
聴診	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-O
正常	B-O
病名	OB
は	O
急性	B-A
扁桃	I-A
炎	I-A
でしょう	O
処方	B-T
は	O
ロキソニン	B-T
と	O
ムコスタ	B-T
を	O
出し	O
とき	O
ます	O

ＳＰＯ	B-O
２	I-T
９７	B-O
％	O
室	B-O
内	I-O
空気	I-O
体温	B-O
３６	B-O
．	I-O
６	I-O
度	O
咽頭	B-O
発赤	I-O
あり	B-O
、	O
扁桃	B-O
肥大	I-O
なし	I-O
、	O
白	B-O
苔	I-O
あり	B-O
眼球	B-O
結膜	I-O
黄疸	B-O
なし	I-O
、	O
眼瞼	B-O
結膜	I-O
貧血	B-O
なし	I-O
肺	B-O
喘鳴	B-O
なし	I-O
心音	B-O
雑音	B-O
なし	I-O
胸部	B-O
Ｘ	I-O
線	I-O
は	O
両	B-O
下	I-O
肺野	I-O
に	O
陳旧	O
性	I-O
炎症	I-O
痕	I-O
あり	B-O
大	B-O
動脈	I-O
石灰	I-O
化	I-O
を	O
確認	O
病名	OB
は	O
急性	B-A
気管支炎	I-A
処方	B-T
は	O
アレグラ	B-T
錠	I-T
１	B-T
日	I-T
２	I-T
回	I-T
朝夕	I-T
食後	I-T
に	O
飲んで	O
ください	O
７	B-T
日	I-T
文	O
出して	O
おき	O
ます	O
次回	B-P
は	O
空腹	B-P
時	I-P
の	O
採血	I-P
と	O
心電図	B-P
それ	O
と	O
尿	B-P
検査	I-P
を	O
して	O
み	O
ましょう	O

身長	B-O
１６８	B-O
ＣＭ	O
眼球	B-O
結膜	I-O
黄疸	B-O
なし	I-O
、	O
眼瞼	B-O
結膜	I-O
貧血	B-O
なし	I-O
肺	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心臓	B-O
雑音	B-O
なし	I-O
診断	B-A
は	O
腰痛	B-A
症	I-A
です	O
処方	B-T
は	O
オルメテック	B-T
と	O
コレステロール	B-T
を	O
２８	B-T
日	I-T
ぶん出	O
し	O
とき	O
ます	O
一	O
日	I-T
一	O
回	I-T
朝食	I-T
後	I-T
に	O
飲んで	O
ください	O
ロキソニン	B-T
テープ	I-T
を	O
腰部	B-T
へ	O
調布	O

体温	B-O
３７	B-O
．	I-O
４	I-O
°	O
血圧	B-O
１２０	B-O
の	O
６２	B-O
咽頭	B-O
発赤	I-O
あり	B-O
、	O
扁桃	I-A
肥大	I-O
は	O
なし	B-O
白	B-O
苔	I-O
あり	B-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-O
正常	B-O
病名	OB
は	O
急性	B-A
扁桃	I-A
炎	I-A
です	O
処方	B-T
は	O
ロキソニン	B-T
と	O
ムコダイン	B-T
を	O
出して	O
おき	O
ます	O
５	B-T
日	I-T
文	O
を	O
毎	B-T
食後	I-T
に	O
飲んで	O
ください	O

体温	B-O
の	O
３６	I-O
．	I-O
６	I-O
度	O
咽頭	B-A
発赤	I-O
あり	B-O
、	O
扁桃	B-O
肥大	I-O
なし	I-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心臓	B-O
雑音	B-O
なし	I-O
病名	OB
は	O
急性	B-A
上気	I-A
道	I-A
炎	I-A
と	O
咽頭	B-A
炎	I-A
処方	B-T
は	O
クラリスロマイシン	B-T
５	B-T
日	I-T
分	I-T
出し	O
ます	O
１	B-T
日	I-T
２	I-T
回	I-T
朝夕	I-T
食後	I-T
に	O
飲んで	O
ください	O
ムコダイン	B-T
を	O
５	B-T
日	I-T
分	I-T
だし	O
ます	O
１	B-T
日	I-T
３	I-T
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O

咽頭	B-A
発生	O
器	O
あり	B-O
、	O
扁桃	B-O
肥大	I-O
は	O
なし	I-O
鼻水	B-O
なし	I-O
体温	B-O
３７	B-O
度	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-O
砂糖	O
なし	I-O
病名	OB
は	O
咽頭	B-A
炎	I-A
、	O
頭痛	B-O
、	O
胃炎	B-O
処方	B-T
は	O
ロキソニン	B-T
と	O
ムコスタ	B-T
を	O
出し	O
ます	O

体温	B-O
は	O
３６	B-O
．	I-O
３	I-T
°	O
喉	B-O
の	O
発赤	B-O
が	O
あり	I-O
、	O
扁桃腺	B-O
は	O
正常	B-O
鼻水	B-O
が	O
あり	I-O
透明	B-O
鼻	B-O
粘膜	I-O
充血	B-O
軽度	B-O
眼球	B-O
結膜	I-O
黄疸	B-O
なし	B-O
、	O
眼瞼	B-O
結膜	I-O
貧血	B-O
なし	B-O
肺	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心臓	B-O
雑音	I-O
なし	B-O
病名	OB
急性	B-A
膀胱	I-A
炎	I-A
でしょう	O
処方	B-T
は	O
クラビット	B-T
１	I-T
日	I-T
３	I-T
回	I-T
毎	I-T
食後	I-T
５	B-T
日	I-T
文	O
出し	O
ます	O

体温	B-O
は	O
３８	B-O
．	I-O
９	I-O
°	O
血圧	B-O
は	O
１２０	B-O
の	O
６２	B-O
脈拍	B-O
８９	B-O
正常	B-O
眼球	B-O
結膜	I-O
黄疸	B-O
なし	I-O
、	O
眼瞼	B-O
結膜	I-O
黄疸	B-O
なし	I-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-O
不整	B-O
咽頭	B-O
後壁	I-O
発赤	I-O
経度	O
、	O
白	B-O
苔	I-O
あり	B-O
病名	OB
は	O
インフルエンザ	B-A
です	O
処方	B-T
は	O
タミフル	B-T
に	O
し	O
ます	O

体温	B-O
は	O
３９	B-O
．	I-O
５	I-O
°	O
血圧	B-O
は	O
１２０	B-O
の	O
６８	B-O
咽頭	B-O
後壁	I-O
発赤	I-O
経度	O
、	O
扁桃	B-O
肥大	I-O
軽度	B-O
、	O
白	B-O
苔	I-O
あり	B-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-O
正常	B-O
病名	OB
は	O
インフルエンザ	B-A
な	O
ので	O
、	O
処方	B-T
は	O
タミフル	B-T
に	O
し	O
ます	O

血圧	B-O
１８０	B-O
の	O
１０２	B-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-O
正常	B-O
病名	OB
は	O
感冒	B-A
症	I-A
処方	B-T
ＰＬ	B-T
です	O

体温	B-O
は	O
３９	B-O
．	I-O
５	I-O
°	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-O
正常	B-O
病名	OB
は	O
感冒	B-A
症	I-A
でしょう	O
処方	B-T
は	O
ＰＬ	B-T
です	O

血圧	B-O
１３５	B-O
－	I-O
８７	I-O
脈拍	B-O
８９	B-O
、	O
体温	B-O
３９	B-O
．	I-O
５	I-O
℃	O
血圧	B-O
１３５	B-O
－	I-O
８７	I-O
脈拍	B-O
８９	B-O
、	O
体温	B-O
３９	B-O
．	I-O
５	I-O
℃	O
咽頭	B-O
後壁	I-O
発赤	I-O
軽度	B-O
、	O
扁桃	I-A
腫大	I-O
あり	B-O
、	O
白	B-O
苔	I-O
なし	B-O
血圧	B-O
１３５	B-O
－	I-O
８７	I-O
脈拍	B-O
８９	B-O
、	O
体温	B-O
３９	B-O
．	I-O
５	I-O
℃	O
咽頭	B-O
後壁	I-O
発赤	I-O
軽度	B-O
、	O
扁桃	I-A
腫大	I-O
あり	B-O
、	O
白	B-O
苔	I-O
なし	B-O
胸部	O
聴診	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-O
正常	B-O
血圧	B-O
１３５	B-O
－	I-O
８７	I-O
脈拍	B-O
８９	B-O
、	O
体温	B-O
３９	B-O
．	I-O
５	I-O
℃	O
咽頭	B-O
後壁	I-O
