 　ふるさと納税制度からの除外を不服とする大阪府泉佐野市が国と争った訴訟で、大阪高裁（佐村浩之裁判長）は30日、国勝訴の判決を下した。法規制が導入される前の豪華返礼品を理由に除外したのは違法だとして、取    ;D

 　日銀の雨宮正佳副総裁は30日、「金利指標改革」をテーマに都内で講演した。2021年末に廃止される見込みのロンドン銀行間取引金利（ＬＩＢＯＲ）から代替指標に移行するまでの期間について「残された２年弱は    ;D

 　2019年度補正予算は経済対策などを盛り込み、追加歳出が前年度（１次と２次補正の合計値）よりも１割強増える。日銀のマイナス金利政策に伴って生み出される“隠れ財源”が、補正予算の膨張を支える構図がある    ;D

 　アフリカ豚コレラ（ＡＳＦ）が国内で発生した場合の対策を盛り込んだ改正家畜伝染病予防法が30日の参院本会議で、全会一致で可決、成立した。ウイルスのまん延を予防するため健康な豚を対象に実施する「予防的殺    ;D

 　格付投資情報センター（Ｒ＆Ｉ）は30日、銀行や証券会社14社の投資信託の販売姿勢に対する格付けの定期見直しを実施し、３社を格上げしたと発表した。「顧客本位の業務運営」に関する専門部署を設置した、大和    ;D

 　*ウィーン＝石川潤*経営再建中のドイツ銀行は30日、2019年決算で53億ユーロ（約6300億円）の最終赤字になったと発表した。18年は34億ユーロの最終黒字だったが、２年ぶりに赤字に転落した。ド    ;B

 　野村ホールディングスが30日に発表した2019年４～12月期連結決算（米国会計基準）は、同会計基準となった02年３月期以降で純利益が最高となった。コスト削減が進んだほか、前年同期に不振だった海外の債    ;C

 　新生銀行は30日、前身の日本長期信用銀行から続いた仙台と広島の２支店を７月末で閉鎖すると発表した。支店の法人顧客は東京本店や大阪支店が引き継いで営業を続ける。個人顧客はネットバンキングなどを通じて引    ;D

 　三井住友フィナンシャルグループ（ＦＧ）はブロックチェーンを使い、法人・個人の金融分野でＳＢＩホールディングスと協業する。第１弾としてＳＢＩの子会社に出資し、14％の持ち分を得る。厚い顧客基盤を抱える    ;D

 　国内債券市場で長期金利の指標となる新発10年物国債利回りが低下している。30日は前日より0025％低いマイナス0065％で取引を終え、2019年12月２日以来の低水準をつけた。新型肺炎の感染拡大    ;D

 　三井住友フィナンシャルグループが30日発表した2019年４～12月期連結決算は、純利益が前年同期比４％減の6108億円だった。本業のもうけを示す連結業務純益は10％減の8217億円。投資信託など金融    ;D

 　芙蓉総合リースは30日、ヤマトホールディングス（ＨＤ）の完全子会社、ヤマトリース（東京・豊島）の株式の60％を４月に取得し、連結子会社にすると発表した。株式の取得価格は約36億円。買収でグループ全体    ;E

 　*ベルリン＝石川潤*欧州中央銀行（ＥＣＢ）は28日、銀行がリスクに応じた適切な自己資本を保有しているかを検証した2019年の調査で、109行中６行で中核的な自己資本（ＣＥＴ１）が不足していたと発表し    ;A

 　「年間７兆ドル（約760兆円）」――。政府が21日まとめた二酸化炭素（ＣＯ2）削減を目指す新戦略でこんな数字が出てきた。温暖化対策の国際枠組み「パリ協定」が掲げる2050年までの目標達成にかかる費用    ;C

 　――前財務次官によるセクハラ問題から２年がたちます。中央省庁でハラスメントを防ぐ意識は高まってきましたか。「霞が関は上命下服の世界。意思決定過程がわかりやすいピラミッド構造だ。民間企業のように中途採    ;D

 　保険金の支払いというリスクを加入者が割り勘で賄う「ピア・ツー・ピア（Ｐ２Ｐ）保険」が日本でも本格的に登場した。保険スタートアップのジャストインケース（東京・千代田）は28日、国内で初めてＰ２Ｐのがん    ;D

 　政府は各四半期末の約１カ月半後に公表する国内総生産（ＧＤＰ）速報値の精度を高めるため、設備投資の調査を前倒しする検討を始めた。今は設備投資の基礎資料になる法人企業統計がまとまる前にＧＤＰ速報値を算出    ;D

 　日本政策金融公庫は28日、2020年４月から個人企業など全国の小規模事業者を対象に事業承継を仲介する事業を始めると発表した。後継者不足の企業と、事業を譲り受けたい同業や創業希望者のそれぞれの情報を公    ;D

 　新生銀行は２月、機関投資家向けに事前にＥＳＧ（環境、社会、企業統治）の国際評価基準や独自評価に基づいて組成した投資商品を提供する。再生可能エネルギー向けのプロジェクトファイナンス（事業融資）などが対    ;E

 　日本損害保険協会は28日、サイバー攻撃に備える保険を知っている中小企業のうち、保険に加入している比率は69％にとどまるとする調査結果をまとめた。全体の24％の中小企業は対策を講じていないこともわか    ;D

 　政府は28日のデジタル市場競争会議で、巨大ＩＴ（情報技術）企業の規制強化に向けた新法案の概要を決めた。透明性を高めるため対象企業に取引状況の定期報告を義務付け、政府がこれを評価して公表する。一方、禁    ;D

 　静岡県の川勝平太知事は28日の記者会見で、リニア中央新幹線の南アルプストンネル工事を巡って国土交通省から提案があった有識者会議の設置について、条件付きで受け入れる考えを示した。工事の影響が懸念される    ;C

 　大阪商工信用金庫は政府系金融機関の商工組合中央金庫と国際業務で連携する。取引先の中小企業の海外進出で協業する。現地での資金調達を後押しし、顧客の囲い込みにつなげる。大阪府の地域金融機関が商工中金と国    ;D

 　日本生命保険は28日、海外の不動産やインフラを投資対象としたファンドに、今後５年間で新たに3500億円を投じる方針を明らかにした。足元での同分野への投資残高は約2000億円で、大幅に引き上げる。低金    ;D

 　北陸信用金庫（金沢市）と鶴来信用金庫（石川県白山市）は29日に新型コロナウイルスによる肺炎拡大の影響を受けた企業向けの相談窓口を設ける。中国政府による海外団体旅行の禁止や現地工場の稼働停止が長期化す    ;E

 　ＳＭＢＣ日興証券が28日発表した2019年４～12月期連結決算は、純利益が前年同期比20％減の276億円だった。米中貿易摩擦を受けて個人投資家の慎重姿勢が強く、株の委託手数料や外債の販売収入が低調だ    ;D

 　埼玉りそな銀行の池田一義社長（63）の後任にりそなホールディングス（ＨＤ）取締役の福岡聡氏（54）が就く人事が固まった。2014年以来、約６年間にわたり同行を率いてきた池田社長は代表権のない取締役会    ;E

 　モーニングスターが28日発表した2019年４～12月期の連結決算は純利益が前年同期比１％減の９億5300万円だった。子会社の運用会社で、株高を背景とした投資家の利益確定売りが膨らみ、純資産残高が減少    ;E

 　*ニューヨーク＝大島有美子*米国の約半数にあたる24州が2020年中に最低賃金を引き上げる。景気拡大で労働市場の需給が引き締まっているためだ。約50年ぶりの低失業率で、特に低所得層の賃金上昇基調が続    ;B

 　長野銀行が28日発表した2019年４～12月期決算は、本業のもうけを示す単体の実質業務純益が前年同期比08％減の14億円だった。経常収益は国債や株式の売却益の減少で落ち込んだが、経費削減などで補っ    ;E

 　農林水産省は28日、暖冬による野菜の値下がりを受け、野菜消費の拡大を促す取り組みを始めると発表した。野菜をたくさん使ったメニュー・総菜や商品を扱うように外食事業者や食品加工事業者、小売店に呼びかける    ;E

 　衆院は28日の本会議で、2019年に相次いだ自然災害への対応や大型の経済対策を含む総額４兆4722億円の19年度補正予算案を自民、公明、日本維新の会などの賛成多数で可決した。与党は29、30両日の参    ;D

 　安倍晋三首相は28日の衆院予算委員会で、施政方針演説で「８年連続で減額」と説明した新規国債発行額について「当初予算（による数字）だ。決算ベースではそうなっていない」と明らかにした。野党共同会派に所属    ;D

 　りそなホールディングス（ＨＤ）は南昌宏取締役（54）が４月１日付で社長に昇格する人事を固めた。傘下のりそな銀行社長、埼玉りそな銀行社長には、ともにりそなＨＤ取締役の岩永省一氏（54）、福岡聡氏（54    ;E

 　信金中央金庫と独立行政法人の中小企業基盤整備機構（中小機構）は28日、中小企業への支援に関する包括的な業務提携を結んだと発表した。互いの顧客基盤を生かし、地域の枠を超えた事業承継やＩＴ（情報技術）の    ;E

 　ドイツ銀行がサウジアラビア王室の高位王族の資産運用ビジネスを手掛ける目的で、110万ドル（約１億2000万円）を不正に支払っていたことが同行の内部調査で判明した。同行は事件に関与した元行員２人を検察    ;B

 　米投資ファンド、ブラックストーン・グループが、日本の賃貸マンション群を一括の取引として過去最大の約3000億円で買うことがわかった。超低金利の資金調達コストを考慮すると日本の不動産の利回りは世界的に    ;B

 　政府は28日、日銀の次期審議委員に金融緩和に積極的な「リフレ派」のエコノミストとして知られる安達誠司氏を充てる人事案を国会に提示した。大規模緩和を主張してきた原田泰氏（３月25日に任期満了）の後任に    ;C

 　日本経済新聞社の総合経済データバンク「ＮＥＥＤＳ」の日本経済モデルに、１月27日までに公表された各種経済指標の情報を織り込んだ予測によると、2019年度の実質成長率は06％、20年度は05％の見    ;D

 　*ワシントン＝長沼亜紀*米調査会社コンファレンス・ボードが28日発表した１月の消費者信頼感指数は1316（1985年＝100）で、上方修正された前月の改定値から34ポイント上昇した。３カ月連続の    ;C

 　*ワシントン＝永沢毅*トランプ米大統領は28日、イスラエルとパレスチナの中東和平案を発表した。テロ活動の停止など一定の条件のもとでパレスチナに東エルサレムを含む独立国家の建設を認めるのが柱。東エルサ    ;C

 　*カイロ＝飛田雅則*イスラエルのネタニヤフ首相は28日、2019年11月に検察から起訴された収賄などの罪について、国会に請求していた免責決議を撤回すると発表した。国会は同日、同氏の免責決議を話し合う    ;C

 　*ワシントン＝長沼亜紀*米商務省が28日発表した2019年12月の耐久財受注額（季節調整済み、半導体を除く）は前月から24％増加した。軍用機・同部品受注の急増が原因で、03％程度の減少を見込んだ    ;C

 難関の国家公務員試験をくぐり抜け、国の重要政策を数多く手がける霞が関の中央省庁の官僚たち。だが残業が月100時間を超える長時間労働や、深夜に及ぶ連日の国会待機など、過酷な労働環境が現場を疲弊させてい    ;D

 企業などの組織に属さない働き方が広がるなか、特定の1社からの受注が仕事の大半を占める「名ばかりフリーランス」の保護を巡る議論が遅れている。国内のフリーランスのうち4割がこうした働き方をしているが、対    ;C

 政府は物流企業の生産性向上をめざした道路法改正案を通常国会に提出する。特殊車両の登録を電子申請できるよう手続きを迅速化し、物流企業が大型車両を活用しやすくする。ネット通販などの拡大で取り扱い荷物が増    ;C

 外国為替市場で円・ドル取引を避ける動きが強まっている。2019年の外国為替証拠金（FX）取引における円とドルの通貨ペアの取引数量は535万枚で前年比約4割の減少となった。値幅が過去最小となり、投機的    ;C

 三井住友銀行は27日、低炭素社会への移行に伴って与信費用が2050年にかけ、年度あたり最大で100億円程度増える可能性があると発表した。エネルギー価格の下落による減収や技術革新で稼働中の発電所が競争    ;C

 ――2015年10月に肥後銀行と鹿児島銀行が統合し、九州フィナンシャルグループ（FG）が発足してから4年以上がたちました。「健全行同士の対等統合では主導権争いとなる事例もあるが、九州FGでは信頼関係    ;D

 ジャパンネット銀行は2月3日から、取り扱う全361本の投資信託の販売手数料を無料にする。投資の初期費用を抑えることで初心者でも始めやすくし、課題だった若年層の利用拡大も見込む。ネット証券やソニー銀行    ;D

 海外で日本食を提供するレストランの数が2019年は世界各地で15万6千店になったとの推計を農林水産省がまとめた。17年は11万8千店で、2年間で3割拡大した。特にアジアが15倍に拡大しており、中間    ;D

 *ニューヨーク=後藤達也、伴百江*米国で医療費高騰が大統領選の主要な争点の一つに浮上している。診療費などの上昇が止まらず、2019年末時点の医療関連のサービス価格の上昇率は約12年ぶりの高水準圏に達    ;B

 経済産業省は電気自動車（EV）の普及によって需要の増加が見込まれるリチウムやコバルトなど「レアメタル」の備蓄を強化する。一律60日としている備蓄日数を引き上げるほか、石油天然ガス・金属鉱物資源機構（    ;C

 スマートフォンなどを通じ、保険や投資信託など複数分野の商品を販売する「金融サービス仲介業」という業種が2021年度にもできる。現在は銀行や保険など分野別の販売登録が必要だが、政府は規制を緩和し、新興    ;D

 静岡銀行は27日、27年ぶりに高卒採用を実施すると発表した。静岡県内の高校を卒業し、大学の夜間コースまたは通信制大学に進学することを条件にする。新卒の大学生を中心とする採用制度を見直し、地域に根ざし    ;D

 経団連の中西宏明会長は27日の定例記者会見で、新型コロナウイルスによる肺炎の感染拡大について「経済への影響はわからないが、下手な対応をすると相当大きいだろう」と話し、早期の対応の重要性を指摘した。現    ;D

 東日本国際大学（福島県いわき市、吉村作治学長）の運営法人、昌平黌（しょうへいこう）は東日本大震災の被災地であるいわき市、楢葉町、富岡町、大熊町、双葉町など福島県内9市町村と復興を目指す連携協定を結ん    ;D

 経団連の中西宏明会長は27日、記者団に対し、中国で発生した新型コロナウイルスによる肺炎の感染拡大を巡り「（春に予定する）習近平（シー・ジンピン）国家主席の国賓来日に影響しかねない」と懸念を示した。感    ;D

 横浜銀行は紙の通帳を廃止してインターネットで閲覧できる「ウェブ口座」に切り替える預金者に500円分のアマゾンギフト券を贈呈する。新しくウェブ口座を開設する人も対象で、期間は2月3日から5月30日まで    ;E

 帝国データバンク静岡支店が発表した2019年の企業の休廃業・解散件数は前年比8件増の712件だった。小売業や製造業など消費増税や海外経済の影響を受けやすい業種で件数が増えた。同支店は代表者の高年齢化    ;E

 日本経済新聞社と日本経済研究センターは27日午後、東京・大手町の日経ホールで景気討論会を開いた。安永竜夫・三井物産社長は「海外から見た日本は少ない分断と効率化が強みだ」と述べた。日本については「諸外    ;C

 *モスクワ=石川陽平*ロシア・メディアによると、ロシア外務省は27日、2019年12月25日に極東のウラジオストクでジャーナリスト・ビザ（査証）を持つ日本人が治安当局に一時拘束されたと明らかにした。    ;D

 *ジュネーブ=細川倫太郎*中国を中心に新型コロナウイルスによる肺炎患者が急増していることを受け、世界保健機関（WHO）のテドロス事務局長は27日、北京入りした。中国当局の関係者や専門家と会って最新の    ;C

 *NQNロンドン*27日のロンドン株式市場で、FTSE100種総合株価指数は大幅に反落した。前週末の終値に比べ17393ポイント（23%）安の741205と、2019年12月中旬以来、約1カ月半    ;E

 兵庫県西宮市の山中に男性の遺体を遺棄したとして、大阪府警捜査1課は27日、塗装業の国本有樹容疑者（34）=大阪市住之江区新北島6=を死体遺棄容疑で逮捕した。同課によると、容疑を否認しているという。府    ;E

 *ニューデリー=馬場燃*アフガニスタン東部ガズニ州で27日、航空機が墜落した。地元メディアの映像によると、現場には米軍機とみられる機体が映し出されている。反政府武装勢力タリバンは同日に声明を出し「複    ;D

 *NQNロンドン*27日のフランクフルト株式市場で、ドイツ株式指数（DAX）は急反落した。終値は前週末と比べて37191ポイント（274%）安の1320477だった。一日の下げ幅としては2019    ;E

 *ワシントン=長沼亜紀*米商務省が27日発表した2019年12月の新築一戸建て住宅販売件数（季節調整済み、年率換算）は69万4000戸で、前月比04%減少した。緩やかながらも3カ月連続の減少で、ダ    ;D

 *カイロ=飛田雅則*過激派組織「イスラム国」（IS）は27日、米国とイスラエルの首脳会談を前に音声による声明を発表し、イスラエルやユダヤ人を対象にした攻撃を始めると警告した。「戦いは新たな段階に入る    ;D

 信越化学工業が28日15時に2019年4～12月期連結決算を発表する。幅広い産業に欠かせない化学業界は景況感悪化の影響を受けやすく大手でも2ケタ減益が目立つが、信越化の営業利益は前年同期に近い水準を    ;C

 週休3日制の是非を巡る議論が国内外で盛り上がっている。日本マイクロソフトでは試験的に週休3日制を導入した2019年8月、社員1人あたりの売り上げが4割増えた。好結果を生んだ要因の一つが給与を変えなか    ;C

 世界経済フォーラム年次総会（ダボス会議）の様々な討論会ではESG（環境、社会、ガバナンス）が折にふれ言及された。ある日本の公的年金の投資責任者によると「8回の登壇要請はすべてESGとスチュワードシッ    ;C

 長期固定金利型の住宅ローン「フラット35」の取り扱い最大手で、東証一部上場のアルヒ。投資用マンションへの融資をめぐる同社の仲介案件で、借り入れ希望者の審査資料が改ざんされていることが日本経済新聞の取    ;C

 住友金属鉱山の拡大路線が正念場を迎えている。積極投資を続けてきた銅鉱山やニッケル製錬所での安定操業に手間取り、投資に対する利益が思うように得られていない。今後もインドネシアのニッケル製錬所など数千億    ;C

 「今回こそは約束を守れそうだ」。リコー幹部は2020年3月期までの中期経営計画で掲げる業績目標「連結営業利益1000億円」の達成に自信を見せる。実はこれ以前の中計は5度連続で目標未達だった。構造改革    ;D

 ■死者56人・患者2000人超、子供にも拡大■中国当局「感染力が強まっている」■日米両政府、武漢待避に臨時チャーター便    ;B

 自衛隊の国連平和維持活動（PKO）への貢献をめぐり、政府は海外での教育に力を入れている。アジアやアフリカ各国の施設部隊に重機の操作方法を教えたり、応急処置を指導したりしている。2月にはベトナムで初の    ;D

 金融庁は銀行による株式保有を厳しく評価する新しい自己資本規制を2022年から始める。損失リスクに備えて積んでおく資本を現在の25～4倍に増やす。銀行の健全性を保つためには、資本増強や保有株の圧縮が    ;B

 平成の大合併を経て市の財政状態はどう変化したのか。日本経済新聞社のデータベース（NEEDS-FQ）を用いて792市の主要指標の推移を分析したところ、過去15年間ではいくつかの指標で合併しなかった市が    ;C

 東京都は2020年度、最重点分野として少子高齢化対策に取り組む。小池百合子知事は「都市の活力の源泉は人」だとして、教育や子育て、認知症対策といった施策で独自色を鮮明にした。予算編成の背景には、20年    ;C

 「今回、国から示されたスケジュールでの誘致は行わないという結論に至った」。千葉市の熊谷俊人市長は1月7日の記者会見で、カジノを含む統合型リゾート（IR）の誘致見送りを表明した。計画に前向きな民間団体    ;C

 世界経済フォーラムが2019年末に発表したジェンダー・ギャップ指数で、日本は153カ国中、過去最低の121位となった。下落する一方の日本に今、何が必要なのか。認定NPO法人ウィメンズアクションネット    ;C

 経済協力開発機構（OECD）の「生徒の学習到達度調査」（PISA2018）では、日本の子どもの読解力低下が浮き彫りになった。耳塚寛明・青山学院大学特任教授は日本の学校教育がデジタル社会への対応に失敗    ;C

 閣議前に閣僚が集まる首相官邸4階の応接室の前には、1点の書道作品が展示されています。作者は閣僚や官僚の辞令をしたためる辞令専門官を務めた河東純一さんです。「平成」の元号を発表した小渕恵三官房長官が記    ;E

 *香港=木原雄士*香港政府は26日夜、中国湖北省の居住者と過去14日間に同省を訪れた人の入境を禁止すると発表した。新型コロナウイルスによる肺炎の感染拡大を防ぐ狙い。マカオ政府も湖北省の居住者が入境す    ;C

 *イスタンブール=共同*トルコ東部で24日夜に発生した強い地震で、政府当局は26日、建物の崩壊などによる死者が36人、負傷者は1600人超となったと発表した。一方、救助活動により40人以上が、がれき    ;D

 *パリ=共同*空手のプレミアリーグ（PL）今季開幕戦のパリ大会最終日は26日、パリで行われ、組手男子84キロ級の荒賀龍太郎（荒賀道場）は決勝を棄権し準優勝となった。荒賀は全日本空手道連盟の基準を満た    ;E

 ロシアのプーチン大統領が第2次世界大戦での旧ソ連の戦勝75周年を盛大に演出している。国内外で式典に参加し、5月に開く毎年恒例の軍事パレードには数十カ国の首脳を招く。大統領就任から20年の節目を迎える    ;D

 午前中は来客なく、東京・富ケ谷の私邸で過ごす。*17時21分　私邸発。35分　公邸。36分　沖田内閣危機管理監、北村国家安全保障局長、前田官房副長官補、今井補佐官、外務省の秋葉次官、水嶋領事局長、宮    ;E

 UCCホールディングス（HD）は業務用コーヒー事業を強化する。カフェスペースの企画・設計や店頭でコーヒーをいれる専用従業員「バリスタ」の紹介を手掛けるGarden（東京・渋谷）に資本参加する。コンビ    ;E

 医薬品商社のイワキは医薬品製造受託の武州製薬（埼玉県川越市）子会社、スペラファーマ（大阪市）を買収する。買収額は60億円程度とみられる。スペラファーマは薬のもとである原薬や製剤技術の開発を製薬会社向    ;D

 北陸先端科学技術大学院大学（石川県能美市）は観光分野での人材育成の取り組みを強化している。観光庁など外部との連携による講座を相次いで開設。インバウンド（訪日外国人）の増加やICT（情報通信技術）の普    ;E

 経済のデジタル化に対応した国際的な法人課税のルール作りが、1月末に開く公式会合を前に混乱している。経済協力開発機構（OECD）が昨年10月にまとめたモノやサービスの消費地に税収を配分する案に対し、米    ;C

 経済産業省はマイナンバーカードの保有者を対象とするキャッシュレス決済のポイント還元にあわせて、中小企業が決済用端末を導入する費用を補助する。購入代金のうち半額以上をまかなえるようにする方針だ。消費増    ;C

 ふるさと納税制度からの除外を不服とする大阪府泉佐野市が総務省と争っている訴訟で、大阪高裁は30日に判決を出す。法施行前の高額な返礼品で巨額の寄付を集めた同市を総務省が問題視し、制度から外したことが適    ;C

 国土交通省は日本を代表する自転車道路「ナショナルサイクルルート」を指定する取り組みを始めた。全国の景勝地などで国際水準のサイクリングロードを整備し、自治体と連携して観光振興や地域創生につなげる。海外    ;C

 東京や大阪、広島など25都道府県の48地域で、2月1日からタクシー運賃が引き上げられる。2019年10月の消費増税と同時には認められなかった増税分以外の運賃引き上げを国土交通省が認めたためだ。同省は    ;C

 *ワシントン=永沢毅*ポンペオ米国務長官が24日に受けた米公共ラジオ（NPR）記者のインタビューでトランプ大統領のウクライナ疑惑に関わる質問への回答を拒絶し、取材後に記者を呼び出して罵倒していたこと    ;C

 脳動脈の一部がこぶ状に膨らむ「未破裂脳動脈瘤（りゅう）」は破裂すると、くも膜下出血につながり、約半数が死亡する危険性がある。こぶの大きさが7ミリを超えると破裂率が高まるとされているが、大きさや場所に    ;C

 次世代の高速計算機「量子コンピューター」をはじめとする量子技術の実現に向け、政府は今後10～20年を見据えた研究開発の行程表（ロードマップ）を決定した。日本は基礎研究で優れた成果をあげてきたが、米中    ;D

 2020年は「男性閣僚が初めて育休を取得した年」として日本の社会史に残るのだろうか。1月17日、小泉進次郎環境相の第1子の誕生が明らかになった。その2日前、子の誕生後3カ月で2週間分の育児休暇をとる    ;E

 映画やドラマでは熱血漢の刑事や家族思いの父親の役、情報バラエティー番組では司会と多彩な顔をみせてきた俳優の寺脇康文さん（57）。役者としての階段を上るのを意識した場面には、しゃぶしゃぶがあった。食の    ;E

 1993年に日本初の世界文化遺産に登録された姫路城（兵庫県姫路市）が、早朝と夜間の観光客の誘致に取り組んでいる。外国人客にも人気の姫路城だが、入城者の多さに対し、市内の宿泊客数が見劣りするという悩み    ;D

 日本の株式市場で、企業に株主還元などの要求を突きつける「物言う株主（アクティビスト）」の動きが活発になっている。かつては不毛地帯とされたが、日本企業が株主重視に傾き、最も有望な市場の一つとして注目されるようになった。      ;D

 約130年前、日本人がアコヤ貝を使って世界で初めて養殖に成功した真珠。虹のような輝きが特徴の国産真珠の養殖が存続の危機に直面している。原因は昨年夏に発生したアコヤ貝の謎の大量死だ。今後数年にわたり生    ;D

 若者の42%が広告に違和感や不快感を持った経験があることが、国際非政府組織（NGO）プラン・インターナショナルの調査でわかった。最も多かった理由は「ジェンダー（社会的性差）の固定観念の助長」で、男性    ;D

 投資信託を長期保有していると、景気の浮き沈みや金融政策の変更、地政学リスクの高まりなど様々な要因で残高が増減する。頻繁に売買する必要は無いものの、資金を投じたまま放っておくと、いつの間にか運用効率が    ;D

 東京・渋谷で商業施設が相次ぎオープンしている。展望施設や海外のスイーツ、おしゃれな雑貨。どれも心引かれるが「ちょっと高い」。財布を開けない新しい街の楽しみ方を探してみた。■230メートル対80メート    ;E

 富士銀行（現みずほ銀行）に就職した40年前、キャリアなんて考えもしなかった。しかし、しばらくして驚きの事実を知る。隣の席に無造作に置かれていた給与明細に、自分の3倍近い金額が書かれていたのだ。「5歳    ;C

 場所やモノ、スキルや時間をインターネットを通じて共有するシェアリングエコノミー。次々と新しいサービスが登場する一方、困りごとやトラブルに巻き込まれるケースが目立ってきた。個人間のやりとりが中心になる    ;D

 私を解雇してください――。住友重機械労働組合連合会の元書記の女（60）が一通のメールを残して姿を消した。少なくとも10億円に上る着服の発覚を恐れてのことだった。警視庁は1月、業務上横領容疑で元書記を    ;C

 年間6500万人以上が訪れるシンガポールのチャンギ国際空港。世界の航空・空港の格付け調査を行う英スカイトラックスが発表する「世界ベスト空港」で、7年連続1位に選ばれています。空港に百貨店並みの機能を持    ;C

 不登校の小中学生が増え続けている。文部科学省のまとめによると、2018年度は全国で約16万4千人と5年間で4割近く増えた。学校離れがこれだけ広がる理由は何なのだろう。不登校児の教育に30年以上取り組    ;D

 就業で最大100万円――。冒頭に大きくこう書かれた求人情報サイトが1月22日に立ち上がった。バイトルやバイトルNEXTを運営するディップが設けた特設ページだ。ここに掲載された地方の中小企業に転職する    ;D

 地方行政の効率化などを目的に1999年から11年間にわたって推進された「平成の大合併」。日本経済新聞社は現在の自治体が大合併をどうみているのか、アンケート調査を実施した。その結果、多くの自治体が存続    ;D

 確定拠出年金（DC）と少額投資非課税制度（NISA）が大きく変わる。DCは企業型と個人型の併用が容易になり、NISAは投資可能期間が延びる。ともに今国会での法改正を目指す。うまく使えば「自分年金」づ    ;D

 多重債務者が再び増え始めている。融資額に規制ができた2010年度から減少して2年前には115万人程度になったが、足元は約120万人と増加基調に転じている。背景にあるのが、スマートフォンを使う買い物と    ;B

 国土交通省は住宅専用としてきた地域に病院や店舗を置けるように建築規制を緩める。閑静な生活環境を保つためこれまでは認めていなかったが、高齢者が増え、歩いて行ける場所に施設が欲しいというニーズがある。商    ;C

 年金積立金管理運用独立行政法人（GPIF）が運用する公的資金の運用実績は、2019年10～12月に7兆円規模の黒字になったもようだ。米中協議の進展や英国の欧州連合（EU）離脱（ブレグジット）を巡る不    ;C

 日本企業が主導するベトナムでの石炭火力発電所の建設計画について、小泉進次郎環境相が24日、再検討を訴えた。米国と中国の企業が建設を請け負うことに疑問を呈しているが、プロジェクトには国際協力銀行（JB    ;C

 日本の物価上昇率が高まらない。総務省が24日発表した2019年の消費者物価指数は値動きの激しい生鮮食品を除いた総合で前年比06%上がった。伸び率は18年の09%から鈍化した。低インフレの傾向は他    ;C

 名古屋税関が24日発表した2019年の管内貿易概況（速報）によると、中部5県（愛知、岐阜、三重、静岡、長野）全体の輸出額は前年比21%減の18兆9826億円だった。3年ぶりに減少した。中国の景気減    ;B

