脈拍	O
８９	B-O
体温	O
は	O
３９	B-OT
．	I-O
５	I-OT
°	O
咽頭	B-O
後壁	O
発赤	I-O
あり	B-O
、	O
扁桃	B-O
肥大	B-O
あり	B-O
、	O
白	O
苔	O
あり	B-O
胸部	B-O
聴診	O
、	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
正常	B-O
病名	O
は	O
急性	O
扁桃	B-O
炎	I-A
でしょう	O
処方	O
は	O
ペニシリン	O
を	O
出して	O
おき	O
ます	O
ね	O
体温	O
３６	B-OT
．	I-O
３	I-OT
℃	I-OT
、	O
血圧	B-O
１０１	O
の	O
５５	O
脈拍	O
８１	O
酸素	O
飽和	O
度	O
９７	B-O
％	O
目	O
を	O
見	O
ます	O
眼球	B-7
結膜	I-7
黄疸	B-7
なし	I-O
、	O
眼瞼	O
結膜	I-7
貧血	O
あり	B-O
胸	O
を	O
聞き	O
ます	O
肺	B-O
喘鳴	O
なし	I-O
、	O
心臓	B-O
雑音	B-O
あり	B-O
脈拍	O
不整	O
お腹	O
み	O
ます	O
ね	O
腹壁	O
軟	O
平坦	O
圧痛	O
は	O
なし	I-O
腹鳴	O
やや	O
低下	O
ガス	O
は	O
普通	O
四肢	O
浮腫	O
なし	I-O
湿疹	O
が	O
広範囲に	O
多数	O
ある	O
病名	O
は	O
咽頭	B-O
炎	I-A
です	O
お	O
薬	O
は	O
血圧	B-O
を	O
下げる	O
ニューロタン	O
錠	I-T
と	O
、	O
血液	O
を	O
固まら	O
ない	O
ように	O
する	O
リクシアナ	O
錠	I-T
、	O
胃酸	O
抑える	O
ランソプラゾール	O
ＯＤ	O
錠	I-T
、	O
痰	O
を	O
取り除く	O
ムコソルバン	O
Ｌ	O
錠	I-T
、	O
肝	O
動脈	O
を	O
広げて	O
血圧	B-O
を	O
下げる	O
アムロジピン	O
錠	I-T
を	O
出し	O
ます	O
１	B-T
日	I-P
３	I-OT
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
１４	O
日	I-P
文	O
を	O
出し	O
ます	O
次回	B-P
は	O
８	B-P
月	I-P
９	I-P
日	I-P
１６	I-P
日	I-P
２３	I-P
日	I-P
３０	I-P
日	I-P
の	O
予定	O
です	O
血圧	B-O
１５９	B-O
の	O
９７	B-O
です	O
脈拍	O
は	O
９４	B-O
です	O
酸素	O
飽和	O
度	O
９８	B-O
％	O
体温	O
３６	B-OT
．	I-O
７	I-OT
°	O
です	O
目	O
を	O
見せて	O
ください	O
眼球	B-7
結膜	I-7
黄疸	B-7
なし	I-O
、	O
眼瞼	O
結膜	I-7
貧血	O
なし	I-O
喉	O
を	O
見	O
ます	O
咽頭	B-O
発赤	I-O
扁桃	B-O
腫大	O
なし	I-O
、	O
白	O
苔	O
なし	I-O
胸	O
の	O
音	I-O
聞き	O
ます	O
ね	O
肺	B-O
雑音	B-O
なし	I-O
、	O
心臓	B-O
雑音	B-O
なし	I-O
お腹	O
み	O
ます	O
腹壁	O
、	O
軟平坦	O
圧痛	O
全体	O
的に	O
軽度	B-O
、	O
腹鳴	O
正常	B-O
範囲	O
四肢	O
浮腫	O
軽度	B-O
診断	B-A
、	O
高	O
血圧	B-O
症	I-A
と	O
認知	O
症	I-A
、	O
廃	O
用	O
症候	O
群	O
便秘	O
症	I-A
です	O
処方	O
は	O
、	O
血圧	B-O
の	O
降圧剤	O
の	O
アイ	O
ミクス	O
配合	O
錠	I-T
と	O
胃酸	O
を	O
抑える	O
お	O
薬	O
の	O
ランソプラゾール	O
ＯＤ	O
錠	I-T
を	O
出し	O
ます	O
一	O
日	I-P
三	O
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
２１	I-P
日	I-P
分	I-T
出して	O
おき	O
ます	O
血圧	B-O
９７	B-O
の	O
５１	B-O
、	O
脈拍	O
は	O
８３	B-O
です	O
酸素	O
飽和	O
度	O
９８	B-O
％	O
眼球	B-7
結膜	I-7
黄疸	B-7
なし	I-O
、	O
眼瞼	O
結膜	I-7
貧血	O
あり	B-O
頚部	O
リンパ	O
節	O
触知	O
せ	O
ず	O
胸	O
の	O
音	I-O
聞き	O
ます	O
ね	O
、	O
肺	B-O
呼吸	B-O
音清	O
、	O
心臓	B-O
雑音	B-O
あり	B-O
脈拍	O
整	O
お腹	O
を	O
触り	O
ます	O
腹壁	O
、	O
軟	O
平坦	O
圧痛	O
は	O
なし	I-O
腸	O
鳴	O
正常	B-O
範囲	O
四肢	O
浮腫	O
軽度	B-O
腰椎	O
圧迫	O
骨折	O
、	O
うっ血	O
性	I-A
心	B-O
不全	O
高	O
血圧	B-O
症	I-A
、	O
関節	O
リウマチ	O
慢性	O
気管支炎	O
と	O
診断	B-A
し	O
ます	O
お	O
薬	O
は	O
痰	O
を	O
取り除く	O
ムコダイン	O
、	O
リュウマチ	O
の	O
症状	O
を	O
和らげる	O
リマチル	O
錠	I-T
を	O
出し	O
ます	O
１	B-T
日	I-P
３	I-OT
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
１４	O
日	I-P
ぶん	O
と	O
し	O
ます	O
ね	O
次回	B-P
は	O
８	B-P
月	I-P
２１	I-P
日	I-P
予定	O
です	O
それ	O
じゃ	O
ちょっと	O
見て	O
み	O
ましょう	O
体温	O
は	O
３６	B-OT
．	I-O
７	I-OT
°	O
喉	O
を	O
見せて	O
ください	O
咽頭	B-O
発赤	I-O
軽度	B-O
、	O
扁桃	B-O
腫脹	O
なし	I-O
白	O
苔	O
あり	B-O
胸	O
の	O
音	I-O
を	O
聞き	O
ます	O
肺	B-O
呼吸	B-O
音清	O
、	O
心臓	B-O
雑音	B-O
なし	I-O
脈拍	O
整	O
咽頭	B-O
炎	I-A
でしょう	O
フロモックス	B-T
錠	I-T
と	O
ロキソプロフェン	B-T
Ｎａ	B-T
錠	I-T
と	O
レパミド	B-T
錠	I-T
、	O
フラベリック	B-T
錠	I-T
を	O
１	B-T
日	I-P
３	I-OT
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
７	I-OT
日	I-P
分	I-T
だし	O
ます	O
お	O
薬	O
を	O
飲んで	O
みて	O
経過	O
を	O
みて	O
み	O
ましょう	O
身体	O
所見	I-O
は	O
、	O
鼻水	B-O
が	O
出	O
ます	O
ね	O
透明です	O
か	O
、	O
透明です	O
ね	O
粘膜	O
に	O
軽度の	O
充血	O
が	O
あり	B-O
ます	O
ね	O
ちょっと	O
目	O
を	O
見	O
ます	O
眼球	B-7
結膜	I-7
充血	O
なし	I-O
今度	O
は	O
、	O
喉	O
見せて	O
ください	O
咽頭	B-O
正常	B-O
範囲	O
胸	O
の	O
音	I-O
聞き	O
ます	O
ね	O
肺	B-O
呼吸	B-O
音清	O
、	O
心臓	B-O
雑音	B-O
なし	I-O
診断	B-A
は	O
アレルギー	B-A
性	I-A
鼻炎	I-A
です	O
ね	O
タリオン	O
ＯＤ	O
錠	I-T
を	O
出し	O
ます	O
ので	O
、	O
それ	O
で	O
経過	O
を	O
見	O
ましょう	O
１	B-T
日	I-P
２	I-O
回	I-T
毎	I-T
食後	I-T
と	O
寝る	O
前	O
に	O
飲んで	O
ください	O
それでは	O
６０	B-O
日	I-P
分	I-T
出し	O
ます	O
体温	O
は	O
３８	B-OT
．	I-O
９	I-P
°	O
インフルエンザ	O
な	O
ので	O
タミフル	O
を	O
出し	O
ます	O
体温	O
３６	B-OT
．	I-O
７	I-OT
°	O
血圧	B-O
１２０	B-O
の	O
６２	B-O
腹壁	O
圧痛	O
なし	I-O
眼球	B-7
結膜	I-7
黄疸	B-7
なし	I-O
眼瞼	O
結膜	I-7
貧血	O
なし	I-O
病名	O
は	O
便秘	O
症	I-A
でしょう	O
処方	O
は	O
カロナール	O
を	O
出し	O
ます	O
５	I-OT
日	I-P
分	I-T
を	O
一	O
日	I-P
一	O
回	I-T
夕食	O
後	I-P
に	O
飲んで	O
ください	O
体温	O
３８	B-OT
．	I-O
９	I-P
°	O
血圧	B-O
１２０	B-O
の	O
８２	B-O
脈拍	O
７２	B-O
咽頭	B-O
発赤	I-O
あり	B-O
白	O
苔	O
あり	B-O
扁桃	B-O
肥大	B-O
なし	I-O
胸部	B-O
聴診	O
肺	B-O
呼吸	B-O
音	I-O
正常	B-O
心音	B-白
雑音	B-O
なし	I-O
病名	O
は	O
急性	O
扁桃	B-O
炎	I-A
でしょう	O
処方	O
ロキソニン	O
を	O
出して	O
おき	O
ます	O
３	I-OT
日	I-P
文	O
を	O
出し	O
ます	O
ので	O
１	B-T
日	I-P
３	I-OT
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
身長	B-O
１４８	B-O
ＣＭ	O
体温	O
３６	B-OT
．	I-O
６	I-O
度	O
咽頭	B-O
発赤	I-O
あり	B-O
、	O
扁桃腺	B-O
は	O
正常	B-O
範囲	O
鼻水	B-O
が	O
あり	B-O
透明	B-O
鼻	O
粘膜	O
充血	O
軽度	B-O
眼球	B-7
結膜	I-7
黄疸	B-7
なし	I-O
、	O
眼瞼	O
結膜	I-7
貧血	O
なし	I-O
胸部	B-O
所見	I-O
、	O
肺	B-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心臓	B-O
雑音	B-O
なし	I-O
病名	O
は	O
咽頭	B-O
炎	I-A
と	O
アレルギー	B-A
性	I-A
鼻炎	I-A
、	O
急性	O
上気	O
道	O
炎	I-A
が	O
考え	O
られ	O
ます	O
イルベタン	O
錠	I-T
を	O
３０	I-P
日	I-P
文	O
が	O
し	O
ます	O
一	O
日	I-P
三	O
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
それ	O
と	O
アレグラ	O
錠	I-T
と	O
クラリスロマイシン	O
錠	I-T
を	O
５	I-OT
日	I-P
文	O
出し	O
ます	O
１	B-T
日	I-P
２	I-O
回	I-T
朝夕	O
食後	I-T
に	O
飲んで	O
ください	O
血圧	B-O
１２０	B-O
の	O
８２	B-O
脈拍	O
８９	B-O
体温	O
３８	B-OT
．	I-O
９	I-P
°	O
咽頭	B-O
発赤	I-O
あり	B-O
、	O
扁桃	B-O
肥大	B-O
なし	I-O
白	O
苔	O
あり	B-O
胸部	B-O
聴診	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
正常	B-O
病名	O
は	O
急性	O
扁桃	B-O
炎	I-A
でしょう	O
処方	O
は	O
ロキソニン	O
と	O
ムコスタ	O
を	O
出し	O
とき	O
ます	O
ＳＰＯ	B-O
２	I-O
９７	B-O
％	O
室	B-O
内	I-O
空気	I-O
体温	O
３６	B-OT
．	I-O
６	I-O
度	O
咽頭	B-O
発赤	I-O
あり	B-O
、	O
扁桃	B-O
肥大	B-O
なし	I-O
、	O
白	O
苔	O
あり	B-O
眼球	B-7
結膜	I-7
黄疸	B-7
なし	I-O
、	O
眼瞼	O
結膜	I-7
貧血	O
なし	I-O
肺	B-O
喘鳴	O
なし	I-O
心音	B-白
雑音	B-O
なし	I-O
胸部	B-O
Ｘ	O
線	O
は	O
両	O
下	O
肺野	O
に	O
陳旧	O
性	I-A
炎症	O
痕	O
あり	B-O
大	O
動脈	O
石灰	O
化	O
を	O
確認	O
病名	O
は	O
急性	O
気管支炎	O
処方	O
は	O
アレグラ	O
錠	I-T
１	B-T
日	I-P
２	I-O
回	I-T
朝夕	O
食後	I-T
に	O
飲んで	O
ください	O
７	I-OT
日	I-P
文	O
出して	O
おき	O
ます	O
次回	B-P
は	O
空腹	O
時	O
の	O
採血	O
と	O
心電図	O
それ	O
と	O
尿	B-O
検査	I-O
を	O
して	O
み	O
ましょう	O
身長	B-O
１６８	B-O
ＣＭ	O
眼球	B-7
結膜	I-7
黄疸	B-7
なし	I-O
、	O
眼瞼	O
結膜	I-7
貧血	O
なし	I-O
肺	B-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心臓	B-O
雑音	B-O
なし	I-O
診断	B-A
は	O
腰痛	O
症	I-A
です	O
処方	O
は	O
オルメテック	O
と	O
コレステロール	O
を	O
２８	O
日	I-P
ぶん出	O
し	O
とき	O
ます	O
一	O
日	I-P
一	O
回	I-T
朝食	O
後	I-P
に	O
飲んで	O
ください	O
ロキソニン	O
テープ	O
を	O
腰部	O
へ	O
調布	O
体温	O
３７	B-OT
．	I-O
４	I-OT
°	O
血圧	B-O
１２０	B-O
の	O
６２	B-O
咽頭	B-O
発赤	I-O
あり	B-O
、	O
扁桃	B-O
肥大	B-O
は	O
なし	I-O
白	O
苔	O
あり	B-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
正常	B-O
病名	O
は	O
急性	O
扁桃	B-O
炎	I-A
です	O
処方	O
は	O
ロキソニン	O
と	O
ムコダイン	O
を	O
出して	O
おき	O
ます	O
５	I-OT
日	I-P
文	O
を	O
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
体温	O
の	O
３６	B-OT
．	I-O
６	I-O
度	O
咽頭	B-O
発赤	I-O
あり	B-O
、	O
扁桃	B-O
肥大	B-O
なし	I-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心臓	B-O
雑音	B-O
なし	I-O
病名	O
は	O
急性	O
上気	O
道	O
炎	I-A
と	O
咽頭	B-O
炎	I-A
処方	O
は	O
クラリスロマイシン	O
５	I-OT
日	I-P
分	I-T
出し	O
ます	O
１	B-T
日	I-P
２	I-O
回	I-T
朝夕	O
食後	I-T
に	O
飲んで	O
ください	O
ムコダイン	O
を	O
５	I-OT
日	I-P
分	I-T
だし	O
ます	O
１	B-T
日	I-P
３	I-OT
回	I-T
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
咽頭	B-O
発生	O
器	O
あり	B-O
、	O
扁桃	B-O
肥大	B-O
は	O
なし	I-O
鼻水	B-O
なし	I-O
体温	O
３７	B-OT
度	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
砂糖	O
なし	I-O
病名	O
は	O
咽頭	B-O
炎	I-A
、	O
頭痛	O
、	O
胃炎	O
処方	O
は	O
ロキソニン	O
と	O
ムコスタ	O
を	O
出し	O
ます	O
体温	O
は	O
３６	B-OT
．	I-O
３	I-OT
°	O
喉	O
の	O
発赤	I-O
が	O
あり	B-O
、	O
扁桃腺	B-O
は	O
正常	B-O
鼻水	B-O
が	O
あり	B-O
透明	B-O
鼻	O
粘膜	O
充血	O
軽度	B-O
眼球	B-7
結膜	I-7
黄疸	B-7
なし	I-O
、	O
眼瞼	O
結膜	I-7
貧血	O
なし	I-O
肺	B-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心臓	B-O
雑音	B-O
なし	I-O
病名	O
急性	O
膀胱	O
炎	I-A
でしょう	O
処方	O
は	O
クラビット	O
１	B-T
日	I-P
３	I-OT
回	I-T
毎	I-T
食後	I-T
５	I-OT
日	I-P
文	O
出し	O
ます	O
体温	O
は	O
３８	B-OT
．	I-O
９	I-P
°	O
血圧	B-O
は	O
１２０	B-O
の	O
６２	B-O
脈拍	O
８９	B-O
正常	B-O
眼球	B-7
結膜	I-7
黄疸	B-7
なし	I-O
、	O
眼瞼	O
結膜	I-7
黄疸	B-7
なし	I-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
不整	O
咽頭	B-O
後壁	O
発赤	I-O
経度	O
、	O
白	O
苔	O
あり	B-O
病名	O
は	O
インフルエンザ	O
です	O
処方	O
は	O
タミフル	O
に	O
し	O
ます	O
体温	O
は	O
３９	B-OT
．	I-O
５	I-OT
°	O
血圧	B-O
は	O
１２０	B-O
の	O
６８	B-O
咽頭	B-O
後壁	O
発赤	I-O
経度	O
、	O
扁桃	B-O
肥大	B-O
軽度	B-O
、	O
白	O
苔	O
あり	B-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
正常	B-O
病名	O
は	O
インフルエンザ	O
な	O
ので	O
、	O
処方	O
は	O
タミフル	O
に	O
し	O
ます	O
血圧	B-O
１８０	B-O
の	O
１０２	B-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
正常	B-O
病名	O
は	O
感冒	B-A
症	I-A
処方	O
ＰＬ	O
です	O
体温	O
は	O
３９	B-OT
．	I-O
５	I-OT
°	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
正常	B-O
病名	O
は	O
感冒	B-A
症	I-A
でしょう	O
処方	O
は	O
ＰＬ	O
です	O
血圧	B-O
１３５	B-O
－	I-O
８７	B-O
脈拍	O
８９	B-O
、	O
体温	O
３９	B-OT
．	I-O
５	I-OT
℃	I-OT
血圧	B-O
１３５	B-O
－	I-O
８７	B-O
脈拍	O
８９	B-O
、	O
体温	O
３９	B-OT
．	I-O
５	I-OT
℃	I-OT
咽頭	B-O
後壁	O
発赤	I-O
軽度	B-O
、	O
扁桃	B-O
腫大	O
あり	B-O
、	O
白	O
苔	O
なし	I-O
血圧	B-O
１３５	B-O
－	I-O
８７	B-O
脈拍	O
８９	B-O
、	O
体温	O
３９	B-OT
．	I-O
５	I-OT
℃	I-OT
咽頭	B-O
後壁	O
発赤	I-O
軽度	B-O
、	O
扁桃	B-O
腫大	O
あり	B-O
、	O
白	O
苔	O
なし	I-O
胸部	B-O
聴診	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
正常	B-O
血圧	B-O
１３５	B-O
－	I-O
８７	B-O
脈拍	O
８９	B-O
、	O
体温	O
３９	B-OT
．	I-O
５	I-OT
℃	I-OT
咽頭	B-O
後壁	O
発赤	I-O
軽度	B-O
、	O
扁桃	B-O
腫大	O
あり	B-O
、	O
白	O
苔	O
なし	I-O
胸部	B-O
聴診	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
正常	B-O
病名	O
は	O
急性	O
扁桃	B-O
炎	I-A
でしょう	O
血圧	B-O
１３５	B-O
－	I-O
８７	B-O
脈拍	O
８９	B-O
、	O
体温	O
３９	B-OT
．	I-O
５	I-OT
℃	I-OT
咽頭	B-O
後壁	O
発赤	I-O
軽度	B-O
、	O
扁桃	B-O
腫大	O
あり	B-O
、	O
白	O
苔	O
なし	I-O
胸部	B-O
聴診	O
呼吸	B-O
音	I-O
正常	B-O
、	O
心音	B-白
正常	B-O
病名	O
は	O
急性	O
扁桃	B-O
炎	I-A
でしょう	O
処方	O
は	O
ＰＬ	O
を	O
３	I-OT
日	I-P
分	I-T
出し	O
ます	O
毎	I-T
食後	I-T
に	O
飲んで	O
ください	O
身体	O
所見	I-O
、	O
血圧	B-O
１３９	B-O
の	O
６７	B-O
、	O
脈拍	O
７４	O
、	O
体温	O
３８	B-OT
．	I-O
２	I-O
度	O
ｓｐｏ	O
２９７	O
％	O
室	B-O
内	I-O
空気	I-O
管	O
球	O
結膜	I-7
黄疸	B-7
なし	I-O
、	O
眼瞼	O
結膜	I-7
貧血	O
あり	B-O
胸部	B-O
所見	I-O
、	O
肺	B-O
呼吸	B-O
音	I-O
正常	B-O
、	O
心臓	B-O
雑音	B-O
あり	B-O
脈拍	O
不整	O
腹部	O
所見	I-O
、	O
腹壁	O
な	O
平坦	O
圧痛	O
なし	I-O
胸部	B-O
Ｘ	O
線	O
右肺	O
に	O
陳旧	O
性	I-A
炎症	O
痕	O
あり	B-O
病名	O
は	O
熱中	O
